cdsCode|lea|priorityNumber|nativeSummary|profLearningELA|profLearningELD|profLearningMath|profLearningScience|profLearningSocial|materialELA|materialELD|materialMath|materialScience|materialSocial|programELA|programELD|programMath|programScience|programSocial|standardTechEd|standardHealthEd|standardPhysicalEd|standardPerformingArts|standardWorldLang|ActivityGroupNeeds|ActivityIndividualNeeds|ActivitySupport|meetingDate|additionalInfo|performance|year
45700290000000|Igo, Ono, Platina Union Elementary|2|Igo, Ono, Platina Union Elementary (IOPUE)  is using a variety of locally selected measures or tools that the local education agency will use to monitor the progress of the implementation of the state academic standards. The content areas have benchmarks that are utilized to assess students’ progress at least three times a year. Specific examples of such assessments are fluency, EveryDay Math Benchmark tests, Accelerated Reader, Basic Phonics Skills Test, and Wonders Unit Assessment tests.    IOPUE is in the third year of the English Language Arts adoption of Wonders. During the 17/18 all staff received training in regard to the new program. In addition, grades 3-5 standards mapped and paced the curriculum. Kindergarten through second took part in the California Reading Literacy Project in regard to effective reading instruction. In regard to math, grade levels reviewed common assessments and shared agreements. History has been adopted in Tk-8th grade. Tk-8 adopted Studies Weekly. The 19/20 school year will have a cohort of teachers in the partnership piloting three staff chosen publishers in the subject area of Next Generation Science Standards.  In 17/18 all middle school science teachers received training in regard to the Health Education Standards via Planned Parenthood. Physical Education, Visual and Performing Arts, and World Language are also being taught.|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2019-06-24||Met|2019
19753090138297|iLead Agua Dulce|2||4|3|4|4|4|4|3|4|4|4|4|3|4|4|4|3|2|4|3|3|3|3|3|2019-10-31||Met|2019
19753090131987|iLEAD Hybrid|2||3|3|3|2|2|3|3|3|2|2|3|3|3|2|2|4|3|4|4|4|4|4|3|2019-11-01||Met|2019
19646670125559|iLEAD Lancaster Charter|2||5|4|5|4|4|5|4|5|4|4|5|4|5|4|4|5|3|4|3|4|5|5|4|2019-11-01||Met|2019
19753090136531|iLEAD Online|2||5|3|3|3|4|4|4|3|3|4|4|4|3|3|4|3|5|5|5|5|5|5|5|2019-10-31||Met|2019
33103300125385|Imagine Schools, Riverside County|2|Our LEA is purposeful in the implementation of implementing state academic standards.   Our school purchased common core curriculum for English Language Arts and Math for all grade levels in both English and Spanish.   The staff development for teachers is focused on the implementation of the state academic standards and supporting teachers to ensure implementation.    We use our LCAP and Single Plan to guide the implementation of state standards and identify actions/services that will be implemented to ensure the alignment to state standards.   We also have all of our 3rd-7th grade students take the interim assessments so that we can measure their progress towards state standards mastery in all subject areas offered.    Our teachers have also developed state standards Year At a Glance mapping of the school year to include the interim assessments and focus on specific standards based on students results.   This is an ongoing process to monitor student progress throughout the year.   Other measures we utilize are STAR assessments in Reading and Math.   We also use DIBELS to progress monitor students reading progress.|5|5|5|4|5|5|5|5|4|5|5|5|5|4|5|4|4|5|5|5|5|5|5|2019-11-13|We use our LCAP and SIngle Plan to monitor implementation of action steps that were developed to focus on implementation of state academic standards.|Met|2019
01611920137646|Impact Academy of Arts & Technology|2|Impact Academy’s curriculum is driven by the academic competencies through our portfolio defense system: Analysis, Inquiry, Research, Creative Expression. The rigors of CCSS mean that Impact Academy has implemented a CCSS-aligned math curriculum 6-12 this year (Illustrative Math in grades 6-8, Algebra, Geometry, Algebra II; CPM for PreCalculus; AP for AP Calculus.)  Currently, Impact Academy is using teacher-designed CCSS-aligned curriculum in all non-math subjects grades 6-12. Impact Academy is in process to adopt CCSS-aligned curriculum for all subjects and support quality implementation.   At IA, as part of the Envision Schools Network, we use Common Interim Assessments to track progress in the implementation of Common Core Standards. These assessments are administered in math and literacy at three points throughout the year in grades 6-12. These assessments include both multiple choice and performance task responses to align to SBAC testing formats. They are scored and analyzed by the entire staff in order to inform instructional choices across disciplines. For grades 6-8 we administer the NWEA-MAP assessments in Reading and Math 3 times throughout the year. In grade 11, our ELA Common Interim Assessment now includes pieces from the Smarter Balanced Interim Assessment Blocks (IAB).  In addition, students must pass a portfolio defense performance assessment at the end of 8th, 10th and 12th grade. This process requires our students to analyze and synthesize their knowledge and growth across disciplines and standards. These presentations are evaluated based on rubrics created in collaboration with Stanford’s Center for Assessment and Learning to meet the Common Core Standards. We use a variety of programs to intervene for students who are below grade level, such as ReadingPlus, MyOn, IXL, and Khan Academy to support ELLs, IEP students, and students reading below grade level. Lastly, to engage students’ exploration of careers, students in grades 6-8 participate in field trips to local businesses, and our juniors and seniors complete a Work Learning Experience internship in a career path of their choice.|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2019-11-14||Met|2019
37683956040505|Imperial Beach Charter|2||5|5|5|3|3|5|5|5|3|3|4|4|4|2|2|2|3|4|3|1|4|3|3|2019-10-10|Imperial Beach Charter School provides all students with a standards aligned comprehensive curriculum. Curriculum materials have been recently board adopted in English Language Arts and English Language Development.   While South Bay Union School District and Imperial Beach Charter School has a board adopted, standards aligned mathematics adoption, district staff and teacher leaders have recently revised and improved the District Units of Study to be more comprehensive and offer supplemental resources, embedded professional learning and instructional practices.  An adoption committee is in the final phase of an instructional materials review and piloting of materials for Next Generation Science Standards.  This team will make a recommendation to the governing board in 2019-20.  In addition, new materials in History-Social Studies will be chosen this school year.  Professional learning will occur during the 2019-2020 and 2020-2021 school year on the new Health Education Framework.  Materials adoption in Health Education will follow.  As part of our Strategic Arts Plan, visual and performing arts teachers deliver standards based arts instruction to all students in SBUSD and Imperial Beach Charter School.|Met|2019
13101320000000|Imperial County Office of Education|2||4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|2019-10-14|ELA: All teachers have been provided with PD in ELA. Constructed response essays and the "RACE" - reword, answer, cite and explain method have been the focus in all classrooms.   History: All teachers aended the Reading like a Historian-Stanford History Education Group (SHEG) workshop held by Tracy Canalez. The document-based lessons and online curriculum were helpful in designing lessons that integrate State Standards.   Mathematics: State Standards training was provided by ICOE. PD was broken down by standards domain such as Expressions & Equations, Number of Operations, Measurement & Data, Statistics & Probability.  NGSS: An introductory NGSS training was held with our teachers. Teachers continue to aend the advanced NGSS training at ICOE.  SBAC Interim Assessments: All teachers aended SBAC Interim Assessment Blocks training. Teachers learned how to navigate through the Library and how to administer the IABs. Teachers reviewed the blueprints in mathematics and ELA.|Met|2019
13101320134379|Imperial Pathways Charter|2||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|||Not Met For Two or More Years|2019
13631640000000|Imperial Unified|2||4|3|4|3|2|4|3|5|3|3|3|3|3|2|2|3|3|2|2|2|3|3|3|2019-10-10||Met|2019
13631230122663|Imperial Valley Home School Academy|2||4|4|4|1|1|4|4|4|1|1|4|4|4|1|1|1|1|1|1|1|4|4|4|2019-10-08|Imperial Valley Home School Academy is a dependent charter school that supports parents with schooling their children at home. Instruction takes place in the home with parents as the teachers.  The school supports instruction by providing the curriculum and lessons, and voluntary enrichment and support lessons provided at the academy location.  The school uses the district adopted State Standards aligned mathematics curriculum with initial implementation in August 2014. The school adopted State Standards aligned English-Language Arts and English Language Development curriculum in March 2018 that was implemented in August 2018.   The four teachers and 1 administrator are supported through collaborative time, and support from the Educational Services Department of the El Centro Elementary School District, as needed.|Met|2019
50712660120063|Independence Charter|2||4|4|4|2|3|4|4|4|2|3|4|4|4|2|2|1|4|4|2|1|4|3|3|2019-04-16|The charter implemented the first year of History Social Science in all grades increasing the scores to a 3 with instructional materials and professional learning.  Teachers noted continued work with ELA in the area of reading instruction for K/1 using leveled books and phonics instruction.  Teachers also believe continued professional learning in ELA/ELD will further implementation and are seeking support to integrate ELA/ELD, HSS, and NGSS standards. In the area of mathematics, elementary teachers are ready to begin a peer model of lesson design.   NGSS standards where Elementary teachers are in the beginning development stage of implementation. Due to our K-8 charter status, Career Technical Education and World Language academic standards do not apply.|Met|2019
36677360130948|Independence Charter Academy|2||4|3|4|4|3|5|4|5|4|4|5|4|5|4|4|3|5|5|5|4|4|4|4|2019-10-09||Met|2019
09618950000000|Indian Diggings Elementary|2||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|||Not Met|2019
45700370000000|Indian Springs Elementary|2|We are small rural school with 14 students, 2 teachers 1 full time para educator and 1 part time administrator. All staff monitor the instruction in each area of the adopted state standards. All student have access to material and instruction in the core standards.|4|4|4|3|4|5|5|5|3|4|5|5|5|4|4|0|3|3|4|3|4|4|4|2019-09-06||Met|2019
19647330121137|Ingenium Charter|2||4|4|4|4|3|4|3|4|4|3|4|4|4|4|4|1|3|4|4|1|5|4|4|2019-10-28|This standard was met.|Met|2019
19647330127985|Ingenium Charter Middle|2||4|4|4|4|3|4|3|4|4|4|4|4|4|4|4|1|3|4|4|1|5|4|4|2019-10-28|This standard was met.|Met|2019
19734370137240|Ingenium Clarion Charter Middle|2||4|4|4|4|3|4|3|4|4|4|4|4|4|4|4|1|3|4|4|1|5|4|4|2019-10-28|This standard was met.|Met|2019
19734370137257|Ingenium Wings Independent Study - Compton|2||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|||Not Met|2019
37683380131979|Ingenuity Charter|2||5|4|5|4|5|5|3|5|4|5|5|5|5|5|5|3|3|3|4|5|5|5|5|2019-10-14||Met|2019
19646340000000|Inglewood Unified|2||3|3|1|1|1|4|2|4|2|1|3|3|2|1|1|2|1|1|1|1|1|1|1|2019-10-09||Met|2019
36679590114256|Inland Leaders Charter|2||5|3|5|4|3|5|3|5|4|3|5|3|5|4|2|2|4|5|4|5|5|5|5|||Met|2019
37683380118083|Innovations Academy|2|Assessment: We continuously assess, reflect and make adjustments so that our students achieve academic success based on their individual needs. The best measure and support for any individual child is a formative assessment: observing, providing feedback with instruction and observing again. We do this ongoing throughout the year.  We assess our alignment through continuous teacher coaching, teacher collaboration and committee work. We begin the school year reviewing data from the previous year. Within the first month of school we also administer the Developmental Reading Assessment (DRA) in K-8, and the NWEA Measure of Academic Progress (MAP) for grades 2-8. This data gives us a clear picture of how each student scores on assessments in reading, language arts and math. Though we firmly believe that children are much more than data points and that tests do not give complete academic data, we do believe that assessments can give us information that we can use to understand and support student learning. Both of these are well researched.  Summary of Our Progress: English Language Arts – (full implementation and sustainability of the CCSS within a writing and reading workshop model and inquiry based learning environment. Projects also incorporate both fiction and nonfiction reading and writing. Phonics instruction is solidly part of our program in primary grades.  English Language Development (initial implementation)  Mathematics – (full implementation of the CCSS) 90 daily minutes of math and incorporation of math standards in projects. Use of STMath in all classrooms. Next Generation Science Standards (full implementation) Our inquiry studies and projects align well and cover the NGSS.  History-Social Science: (full implementation) Our project/inquiry based program provides opportunities for all students to interact with history, geography, civics and other social science areas in meaningful ways connected to real world applications.  Health Education Content Standards (initial implementation) A medical doctor instructs students in grades 6-8 about sexual health as well as drug and alcohol use. Our science and social studies projects address nutrition and physical activity.  Our social emotional program deals extensively with social, emotional, personal, community and mental health.   Physical Education (full implementation): We have a full time coach who teaches the PE Model Content Standards to all grade levels. Visual and Performing Arts: (full implementation and sustainability) At Innovations Academy all of our students participate in classroom instruction in fine arts and performing arts. Additionally, our teachers incorporate art throughout the curriculum. World Language: (Full implementation and sustainability in middle school/research and exploration phase in the K-5 grades) At Innovations Academy our students receive standards based instruction in Spanish from 6th-8th grades. We intend to expand Spanish instruction to all grades.|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|5|5|5|2019-06-28|Innovations Academy works hard to avoid becoming a test driven, test preparation focused school, which is challenging in the pervasive test and data driven environment that seems to grow each year. We strive to find ways for children to learn through a variety of methods that satisfy a child's need for challenge, fun and interaction with concepts and skills in an environment that also teaches collaboration, cooperation, self-regulation and self-awareness. These include project learning, inquiry based learning, problem solving, hands on activities, deep community connection and integration of subjects. All studies address the California academic standards.  Teachers are given the professional freedom and respect that they deserve. They choose professional development opportunities for themselves and provide modeling and ideas to each other throughout the year. They are given consistent respectful coaching. They are provided opportunities for giving input in every aspect of the school.|Met|2019
33671996105571|Innovative Horizons Charter|2||5|5|5|1|1|5|5|5|1|1|5|5|5|2|2|4|1|4|4|1|5|5|5|2019-10-10|IHCS has provided opportunities for teachers to collaborate and develop Project-Based-Learning experiences that incorporate Visual and Performing Arts (VAPA), Sciences, Technology, and Engineering and Math (STEM) as applicable. Throughout the year professional development opportunities were made available to classified, certificated, and administrative staff. This includes professional development in ELD, AVID, and Restorative Practices.|Met|2019
37684030125401|Insight @ San Diego|2||4|4|4|4|4|4|4|4|4|4|5|5|5|5|5|2|0|5|5|0|5|5|5|2019-10-17|Met: Standards Alignment – All courses are aligned to the appropriate standards via pacing guides.  These guides are reviewed quarterly and at the end of the year to ensure proper alignment.  Teachers receive ongoing training on standards. Through their trainings, teachers create materials to support students in mastering the standards.   Met: Professional Development – Teachers receive both virtual and in person professional development. During these sessions, teachers receive support and training to deepen their understanding on standards and overall student support.  Teachers are observed every month and are also paired up with fellow teachers for classroom observation.   Met: Teacher Support – All teachers receive a training/professional development plan at the beginning of each school year. Teachers have access to a multitude of optional trainings based on their interests.  This plan outlines the goals for the school year. Surveys are sent to teachers to identify ongoing needs and areas of support. Struggling teachers are provided additional support through their respective Lead and trainer.|Met|2019
39686270133116|Insight @ San Joaquin|2||4|4|4|4|4|4|4|4|4|4|5|5|5|5|5|2|0|5|5|0|5|5|5|2019-10-15|Met: Standards Alignment – All courses are aligned to the appropriate standards via pacing guides.  These guides are reviewed quarterly and at the end of the year to ensure proper alignment.  Teachers receive ongoing training on standards. Through their trainings, teachers create materials to support students in mastering the standards.   Professional Development – Teachers receive both virtual and in person professional development. During these sessions, teachers receive support and training to deepen their understanding on standards and overall student support.  Teachers are observed every month and are also paired up with fellow teachers for classroom observation.   Teacher Support – All teachers receive a training/professional development plan at the beginning of each school year. Teachers have access to a multitude of optional trainings based on their interests.  This plan outlines the goals for the school year. Surveys are sent to teachers to identify ongoing needs and areas of support. Struggling teachers are provided additional support through their respective Lead and trainer.|Met|2019
15636280127209|Insight School of California|2||4|4|4|4|4|4|4|4|4|4|5|5|5|5|5|2|0|5|5|0|5|5|5|2019-10-23|Met: Standards Alignment – All courses are aligned to the appropriate standards via pacing guides.  These guides are reviewed quarterly and at the end of the year to ensure proper alignment.  Teachers receive ongoing training on standards. Through their trainings, teachers create materials to support students in mastering the standards.   Met: Professional Development – Teachers receive both virtual and in person professional development. During these sessions, teachers receive support and training to deepen their understanding on standards and overall student support.  Teachers are observed every month and are also paired up with fellow teachers for classroom observation.   Met: Teacher Support – All teachers receive a training/professional development plan at the beginning of each school year. Teachers have access to a multitude of optional trainings based on their interests.  This plan outlines the goals for the school year. Surveys are sent to teachers to identify ongoing needs and areas of support. Struggling teachers are provided additional support through their respective Lead and trainer.|Met|2019
19753090129742|Inspire Charter|2||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|||Not Met|2019
51714560133934|Inspire Charter School - North|2||4|4|4|3|3|4|4|4|3|3|4|4|4|3|3|3|3|3|3|3|4|4|4|2019-10-24||Met|2019
04614240120394|Inspire School of Arts and Sciences|2||5|3|4|3|5|5|3|5|3|5|5|4|5|4|5|5|5|4|5|5|5|4|4|2019-10-14||Met|2019
37682210101360|Integrity Charter|2||4|4|4|3|3|4|4|4|3|3|4|4|4|3|3|3|3|3|3|3|4|4|4|2019-10-21|Met|Met|2019
19101990134346|Intellectual Virtues Academy|2||4|3|5|5|4|4|4|5|5|4|4|4|4|4|4|2|4|4|4|4|5|5|5|2019-10-02|While we are still a new and growing school, the Academy is proud of its track record of providing high quality standards-based learning opportunities to all students. While we track many measures of the quality of our instruction and alignment to state standards, perhaps three are most indicative of where we are: (1) NWEA scores that research has shown strongly align with state academic standards demonstrates that our students are growing faster academically than national average on all tests given for three years in a row and both grades served; (2) 100% of our parents state that our teachers are "high quality" (92% of parents “strongly agree” that their teachers are high quality); and (3) 96% of students agree that our teachers push them to be "deep thinking."|Met|2019
19647250127506|Intellectual Virtues Academy of Long Beach|2||5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|2019-10-02|IVA is operating in full implementation and sustainability for all areas of standard implementation through our LCAP Goal #2 and #3.   LCAP Goal #2 Thoughtful Academic Environment: Ongoing professional development (PD) supports rigorous instruction to promote a deep understanding of content through opportunities to practice intellectual virtues. All teachers are engaged in ongoing, relevant PD that supports the implementation of academic content standards with a focus on deep understanding using the intellectual virtues. 100% agreed, "The parts of PD aimed at helping me gain a better understanding and practice of an intellectual virtues approach to education is effective." 95% agree that "Staff time/PD at IVA helps nurture my passion for my content area," and 100% of teachers and staff report, "I am generally satisfied being a teacher/staff member at this school."  LCAP Goal #3: Challenging Academic Environment: Students will be provided with rigorous content instruction to achieve academic progress on the Common Core State Standards across content areas. IVA students report that their courses were challenging at far higher rates than their private and public school peers. 87% of students agreeing that “My classes are challenging (a good kind of academic challenge that makes me think and learn)." “ 99% of parents agreed that “The school provides high quality instruction to my child.”   Note that as a middle school IVA does not have Career Tech Education or World Languages.|Met|2019
27660926118962|International School of Monterey|2||5|5|4|4|5|5|5|5|5|5|4|4|4|4|4|1|3|1|3|4|5|5|4|2019-10-24|ISM teachers have aligned their work to the ELA, math, science, and history-social science standards, embedding them in their planning and reporting. ISM is currently working with educators at CSU Monterey Bay on new methods for implementing the Math standards.  ISM is steadily increasing alignment with the Health and World Language standards, and immediately began aligning with the newly adopted Visual and Performing Arts standards in 2019. ISM remains in the exploration phase for the CTE and PE standards.  With a 1:1 Chromebook program in grades 6-8 and ubiquitous availability of computers for all students, ISM provides ample access to resources for exploring the academic standards. Since ISM does not cyclically purchase print resources, the school can afford to access the most current online resources for the standards.  Teachers have collaborative time built into their schedules, including a full afternoon of staff development on Wednesdays. All grade levels engage in focused teacher pairings, and the principal gives feedback during walkthroughs that address different areas at various times. ISM has systems in place to look at overall feedback from observations and about goals. Teachers receive support on areas that they and the administration identify, including areas tied to standards.  Overall, all teachers have aligned planning and teaching to applicable standards, and continually review and refine that alignment for further improvement and deeper student learning.|Met|2019
07100740137026|Invictus Academy of Richmond|2||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|||Not Met For Two or More Years|2019
14101400000000|Inyo County Office of Education|2||2|2|2|2|2|2|2|3|2|2|2|2|2|2|2|1|2|3|2|2|2|2|2|2019-10-17||Met|2019
04614400121509|Ipakanni Early College Charter|2||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|||Not Met|2019
04615070121509|Ipakanni Early College Charter|2||5|5|5|2|5|5|5|5|2|5|4|4|4|2|4|1|2|5|5|5|5|5|5|2019-10-28|IECCS has met the local indicators for Priority 2.|Met|2019
19734520120600|iQ Academy California-Los Angeles|2||5|4|5|4|4|5|5|5|4|5|5|4|5|5|5|3|5|5|4|5|5|5|5|2019-06-12|The curriculum is aligned to standards, reviewed annually and updated as necessary to ensure materials are accurate, relevant and engaging. There is a process for all stakeholders to submit feedback and suggest updates. An annual needs assessment is completed by staff to identify areas of needed training and professional development. This needs assessment is used to design the school-wide PD and training offerings for the following school year. Each teacher continues to receive instructional coaching. Staff works in regular Professional Learning Community time to focus on student learning, discuss best practices, standards and strategies. In-person PD is leveraged to provide workshops to teachers in areas of need, to leverage teachers as experts and bring in outside experts, as well. A work-experience plan has been approved by the state, and initial planning for implementation is under way. In addition, a number of courses have received A-G approval. iQ Academy continues to submit courses for approval annually.|Met|2019
30736500000000|Irvine Unified|2||5|5|5|5|5|5|5|5|3|5|5|5|5|5|5|5|5|5|5|5|5|4|5|2019-10-15||Met|2019
19734370134338|ISANA Achernar Academy|2||4|4|4|4|3|5|5|5|3|3|5|5|5|4|3|4|4|4|4|4|4|4|4|2019-06-25||Met|2019
19647330123984|ISANA Cardinal Academy|2||4|4|4|4|3|5|5|5|3|3|5|5|5|4|3|4|4|4|4|4|4|4|4|2019-06-25||Met|2019
19770810135954|ISANA Himalia Academy|2||4|4|4|4|3|5|5|5|3|3|5|5|5|4|3|4|4|4|4|4|4|4|4|2019-06-25||Met|2019
19647330108910|ISANA Nascent Academy|2||4|4|4|4|3|5|5|5|3|3|5|5|5|4|3|4|4|4|4|4|4|4|4|2019-06-25||Met|2019
19647330122655|ISANA Octavia Academy|2||4|4|4|4|3|5|5|5|3|3|5|5|5|4|3|4|4|4|4|4|4|4|4|2019-06-25||Met|2019
19647330123166|ISANA Palmati Academy|2||4|4|4|4|3|5|5|5|3|3|5|5|5|4|3|4|4|4|4|4|4|4|4|2019-06-25||Met|2019
10622400114587|Island Community Day|2||5|4|4|3|4|5|4|4|3|4|5|5|5|2|4|4|4|4|3|1|5|5|5|2019-10-14|The district continues to provide staff development in the area of integrated and designated ELD. Extra planning time with county office consultants is also embedded into the school year for designated ELD teachers. This year, the district is piloting new curriculum for NGSS. Teachers will receive ongoing professional development during the pilot phase and follow up training once curriculum is adopted.|Met|2019
16639336010466|Island Elementary|2||5|5|5|5|4|5|5|5|4|5|4|4|4|4|4|3|3|5|3|2|4|4|4|2019-10-23|As a small single school school district our staff meets in our weekly professional learning communities to review data and plan our instruction. We continue to promote improving our instructional practice with academic and specific content area coaches to further build our knowledge and instructional practices in each grade level.  This is specifically helpful for our upper grade teams in the areas of Science and Math.  We also meet with our stakeholders on a regular basis to receive input. We communicate with our local county office of education for updates and next best instructional practices.|Met|2019
16639330000000|Island Union Elementary|2||5|5|5|5|4|5|5|5|4|5|4|4|4|4|4|3|3|5|3|2|4|4|4|2019-10-23|As a small single school school district our staff meets in our weekly professional learning communities to review data and plan our instruction. We continue to promote improving our instructional practice with academic and specific content area coaches to further build our knowledge and instructional practices in each grade level.  This is specifically helpful for our upper grade teams in the areas of Science and Math.  We also meet with our stakeholders on a regular basis to receive input. We communicate with our local county office of education for updates and next best instructional practices.|Met|2019
19647330106351|Ivy Academia|2||5|4|4|3|3|5|4|4|3|2|4|4|4|3|3|2|3|4|4|4|4|4|4|2019-10-29||Met|2019
19647330128389|Ivy Bound Academy Math, Science, and Technology Charter Middle 2|2|At Ivy Bound Academy II, we methodically work to ensure that our students are meeting common core standards and that all subject matter is aligned with the common core standards. All teachers use multi-modal, project based, and cross curricular strategies. Furthermore, standards are posted daily to ensure that teachers are validating every lesson is attached to a specific part of each standard.   In English, students are engaged with a variety of texts that focus primarily on critical reading and writing skills.  Annotations are a focus in ELA classes, and students conduct research projects, as well as cite textual evidence to support analysis.  Students work thoroughly with every aspect of the writing process, including planning, organizing, peer review, and revising.  Furthermore, students work with a supplemental program to further students English education and compliance with Common Core standards.  Additional supplementary programs are used to support English Language Development as well as frequent professional development in SDAIE strategies and tools to help all classes support English language development. Such supplemental activities include but aren’t limited to summer enhancement, and membean.   For mathematics, teachers use a McGraw Hill textbook that is based on common core standards.  Furthermore, an additional class and program are used to supplement math education at Ivy Bound. The program used is ALEKS and it assesses and self paces students based off their individual needs.The McGraw Hill is also used in the history class to ensure that common core standards are met by the social studies class. The science curriculum is based on Next Generation Science Standards.  In regards to Career Technical Education, Ivy Bound offers computers as an elective, and students work with google suite and excel.  Additional computers curriculum covers robotics, web design, and coding. The goal of this class is to provide them with tools to use and enhance in their future education and careers. The other elective that students take for four years is art, which provides students with a strong background in several mediums of visual art.  For Physical education, Ivy Bound uses a fully credentialed Physical Education teacher and requires that all standards are met.  Overall, every class at Ivy Bound is driven by common core standards, and every teacher is fully credentialed and trained.  Each class’ curriculum is dedicated to and aligned with common core standards.  Furthermore, NWEA assessments are used three times a year to collect data on students’ achievements.  The assessments are used to determine students’ progress towards goals and areas of difficulty.  Teachers and staff reflect on the NWEA data and adjust their curriculum to ensure that students are all meeting Ivy Bound expectations and common core standards.|4|4|4|4|5|5|5|5|5|5|4|4|4|4|4|5|4|5|5|1|4|5|5|2019-12-09|Ivy Bound provides many different methods of identifying needs of individual teachers and as a whole school. Some of the tools used are peer observations with reflection, principal classroom observations, end of year review with a goal for next year, self reflections, NWEA scores, CAASPP scores, and other supplemental materials. On top of those listed we provide students and parents with a survey of each teacher and as a school. There is always room for growth on how to improve our strategies of implementation. Lastly, we have had a number of both outside and internal professional development opportunities throughout the year. The staff meets every Friday to discuss individual needs as well as school needs. On top of all resources used this year, we plan on adding even more emphasis on critical thinking and problem solving skills practice throughout all subjects. We feel with our already strong common core base implementation and pedagogy and the push for more depth of knowledge challenge questions and programs we will sure academic growth.|Met|2019
19647330115113|Ivy Bound Academy of Math, Science, and Technology Charter Middle|2||5|4|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|2019-12-09|We have had consistency with our History, Math, English and Science programs over at least the past four years.  Because of our sustainability with curriculum and teachers, we are able to fully implement and sustain Common Core Standards.  Our language development is at the beginning phases of using Lexia and working individually with students.  We are have completed implementation of our new standards aligned plans to work with students on language development. Policies in place to support teachers include collaborative conferences, weekly professional development, classroom walk-throughs by administration, mandatory observations of other teachers multiple times throughout the year. 4.  Our Computers Science program involves coding and use of a variety of programs.  We have found consistency in Computer Science by implementing technology in all classes.|Met|2019
56739400121426|IvyTech Charter|2||5|5|5|4|5|4|3|5|3|4|5|5|5|5|5|2|5|1|4|1|5|5|5|2019-05-22|ITCS would like to address the following scores that were rated less than 3:   *CTE program - ITCS has begun development of pathways that are suitable for the small population that haven't engaged in dual enrollment at CEC or local community colleges.   *Physical Education Model - For students that are not currently engaged in extra-curricular sports activities, ITCS offers a traditional independent study log for the completion of physical education requirements. Every year, all 7th and 9th graders participate in the state mandated PFT.   World Language - Due to the small population, and varying levels of demand for foreign language classes, the school has found that it is impractical to maintain staffing to facilitate these courses onsite. Instead ITCS students, interested in meeting this requirement, enroll in foreign language courses at the local community colleges.|Met|2019
12628930000000|Jacoby Creek Elementary|2||4|4|5|3|3|5|4|5|3|3|4|4|4|4|3|3|3|4|4|3|4|4|4|2019-10-14||Met|2019
19647330109884|James Jordan Middle|2|The most important tool for tracking our progress in implementing the state academic standards adopted by the State Board of Education percentage of students who meet or exceed state standards on the CAASPP results. During the school year, we use iReady diagnostic testing to predict expected CAASP scores in ELA and Math. For science, we use the unofficial preliminary CAST results to reflect on our progress in implementing NGSS standards.  For History/Social Studies, we use Study Island online testing with assessments aligned to California Standards. For Physical Education, we use our federal Physical Fitness Test results to measure the impact of our PE standards.|5|5|5|4|3|5|5|5|5|5|5|5|5|5|4|2|3|3|1|1|5|5|5|2019-10-17|Our choice of curriculum for ELA and Math is supported by the percentage of students who meet or exceed state standards on the CAASPP annual testing. We have adopted a science curriculum aligned with NGSS.  Our preliminary scores on the state science test were strong.  We will receive our first official science scores in January of 2020 and we will reflect on those scores as we consider the adequacy of our science materials.  History material are aligned with the latest update to the CA standards for History/Social Studies.|Met|2019
55723630000000|Jamestown Elementary|2||4|4|4|3|3|5|5|5|3|5|4|3|4|3|3|3|3|4|4|4|4|4|3|2019-10-09|The District adopted new History-Social Science curriculum TK-8 and are currently piloting curriculum for Next Generation Science Standards adoption by the end of this year. The Dual Language Spanish Immersion program is now in the fifth year and building toward sustainability. The master schedule for 7th/8th grade has be restructured to include more regular health and career education.  We have partnered with the County Arts Alliance to provide more opportunities for visual and performing arts classroom instruction.|Met|2019
37681550000000|Jamul-Dulzura Union Elementary|2||5|2|5|4|4|5|3|5|3|3|4|4|4|3|4|1|1|4|3|3|4|4|4|2019-10-15||Met|2019
18641050000000|Janesville Union Elementary|2||3|2|4|2|2|4|3|4|2|2|3|2|3|2|2|2|2|2|1|2|2|2|2|2019-10-15|The district's focus on professional development has been preparing teachers and paraprofessionals to use their language arts and mathematics curriculum and to differentiate instruction in the classroom.|Met|2019
19101990106880|Jardin de la Infancia|2||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|||Not Met|2019
